phase,phase_title,requirement_id,domain,priority,requirement,acceptance_criteria,version
18,Enterprise Scheduling Resource Planning,P18-REQ-268,Resource Leveling,Must,"GrounUp shall provide governed resource leveling capability 268 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 268 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-269,Crew Planning,Must,"GrounUp shall provide governed crew planning capability 269 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 269 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-270,Equipment Planning,Must,"GrounUp shall provide governed equipment planning capability 270 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 270 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-271,Truck & Haul Planning,Must,"GrounUp shall provide governed truck & haul planning capability 271 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 271 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-272,Material Planning,Must,"GrounUp shall provide governed material planning capability 272 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 272 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-273,Subcontractor Planning,Must,"GrounUp shall provide governed subcontractor planning capability 273 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 273 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-274,Look-Ahead Planning,Must,"GrounUp shall provide governed look-ahead planning capability 274 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 274 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-275,Last Planner & Commitments,Must,"GrounUp shall provide governed last planner & commitments capability 275 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 275 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-276,Pull Planning,Must,"GrounUp shall provide governed pull planning capability 276 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 276 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-277,Milestones & Contract Dates,Must,"GrounUp shall provide governed milestones & contract dates capability 277 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 277 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-278,Baseline Management,Must,"GrounUp shall provide governed baseline management capability 278 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 278 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-279,Schedule Update Cycle,Must,"GrounUp shall provide governed schedule update cycle capability 279 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 279 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
