requirement_id,phase,module,status,verification,mapping_method,declared_by,rules,artifacts,tests,requirement
P26-REQ-033,P26,Overhead & Profit,traced_tested,verified,derived,,TR-006,ENG-007 TBL-pricing_profiles TBL-markup_components TBL-regional_factors,TST-engine-pricing,"GrounUp shall implement governed overhead & profit execution capability 33 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-034,P26,Tax & Bond,traced_tested,verified,derived,,TR-006,ENG-007 TBL-pricing_profiles TBL-markup_components TBL-regional_factors,TST-engine-pricing,"GrounUp shall implement governed tax & bond execution capability 34 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-035,P26,Unit Price,traced_tested,verified,derived,,TR-006,ENG-007 TBL-pricing_profiles TBL-markup_components TBL-regional_factors,TST-engine-pricing,"GrounUp shall implement governed unit price execution capability 35 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-036,P26,Bid Price,untraced,verified,,,,,,"GrounUp shall implement governed bid price execution capability 36 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-037,P26,Low/High Range,untraced,verified,,,,,,"GrounUp shall implement governed low/high range execution capability 37 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-038,P26,Scenario Comparison,untraced,verified,,,,,,"GrounUp shall implement governed scenario comparison execution capability 38 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-039,P26,Estimate Confidence,traced_tested,verified,derived,,TR-001 TR-007,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates ENG-008 TBL-estimate_assumptions,TST-engine-quantity TST-engine-estimate TST-engine-confidence,"GrounUp shall implement governed estimate confidence execution capability 39 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-040,P26,Regional Pricing,traced_tested,verified,derived,,TR-006,ENG-007 TBL-pricing_profiles TBL-markup_components TBL-regional_factors,TST-engine-pricing,"GrounUp shall implement governed regional pricing execution capability 40 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-041,P26,Vendor Quote Override,traced_tested,verified,derived,,TR-029,TBL-vendors TBL-network_vendors TBL-network_ratings UI-network,TST-db-network,"GrounUp shall implement governed vendor quote override execution capability 41 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-042,P26,Snapshot Reproducibility,untraced,verified,,,,,,"GrounUp shall implement governed snapshot reproducibility execution capability 42 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-043,P26,Service Catalog Writeback,traced_tested,not_verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed service catalog writeback execution capability 43 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-044,P26,AI Estimate Assist,traced_tested,not_verified,derived,,TR-001 TR-030,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates AI-001 TBL-ai_agents TBL-ai_findings TBL-ai_prompts TBL-ai_models,TST-engine-quantity TST-engine-estimate TST-fn-plan-analysis TST-web-plans,"GrounUp shall implement governed ai estimate assist execution capability 44 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-045,P26,Estimate Review & Approval,traced_tested,verified,derived,,TR-001 TR-034,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates TBL-approval_requests,TST-engine-quantity TST-engine-estimate TST-db-rls TST-gov-registry,"GrounUp shall implement governed estimate review & approval execution capability 45 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-046,P26,Estimate Export,traced_tested,verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed estimate export execution capability 46 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-047,P26,Proposal Handoff,traced_tested,verified,derived,,TR-027 TR-043,TBL-leads TBL-opportunities TBL-customers TBL-crm_activities TBL-proposals UI-crm UI-proposals RPT-reporting_bid_performance ENG-011 TBL-proposal_line_items,TST-db-semantic TST-pdf-documents TST-pdf-metrics,"GrounUp shall implement governed proposal handoff execution capability 47 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-048,P26,Job Cost Baseline,traced_tested,verified,derived,,TR-013 TR-019,TBL-schedule_activities TBL-schedule_dependencies TBL-resource_assignments UI-schedule TBL-project_costs TBL-cost_codes RPT-reporting_project_financials,TST-db-operations TST-db-finance TST-db-semantic,"GrounUp shall implement governed job cost baseline execution capability 48 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-049,P26,Audit & Traceability,traced_tested,verified,derived,,TR-033,TBL-audit_events,TST-db-rls TST-db-operations,"GrounUp shall implement governed audit & traceability execution capability 49 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-050,P26,Estimate Lifecycle,traced_tested,verified,derived,,TR-001 TR-005,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-quantity TST-engine-estimate TST-engine-trucking,"GrounUp shall implement governed estimate lifecycle execution capability 50 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-051,P26,Estimate Versions,traced_tested,verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed estimate versions execution capability 51 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-052,P26,Estimate Templates,traced_tested,not_verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed estimate templates execution capability 52 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-053,P26,Service Selection,untraced,not_verified,,,,,,"GrounUp shall implement governed service selection execution capability 53 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-054,P26,Assembly Expansion,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed assembly expansion execution capability 54 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-055,P26,Quantity Input,traced_tested,verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed quantity input execution capability 55 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-056,P26,Quantity Takeoff Intake,traced_tested,not_verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed quantity takeoff intake execution capability 56 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-057,P26,Labor Cost,traced_tested,verified,derived,,TR-003,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries,TST-engine-resources,"GrounUp shall implement governed labor cost execution capability 57 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-058,P26,Labor Burden,traced_tested,verified,derived,,TR-003,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries,TST-engine-resources,"GrounUp shall implement governed labor burden execution capability 58 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
